repository,T_total_hours,T_downtime_hours,availability,N_releases,N_bugs,N_total_builds,N_failed_builds,bug_error_rate,build_error_rate,N_failures,mtbf_hours
keybase/client,57790.25,0.0,100.0,90,0,128,0,0.0,0.0,0,
Turbo87/XCSoar-TE,6550.52,0.0,100.0,10,0,1,0,0.0,0.0,0,
supertuxkart/stk-code,55529.2,55529.2,0.0,10,154,1309,56,15.4,0.042781,210,264.42
Subsurface-divelog/subsurface,21672.86,21672.86,0.0,18,230,19741,1996,12.777778,0.101109,2226,9.74
drodin/Stratagus,17790.74,0.0,100.0,7,0,0,0,0.0,0.0,0,
csound/csound,60546.24,60546.24,0.0,20,471,2811,434,23.55,0.154393,905,66.9
cgeo/cgeo,78157.35,0.0,100.0,128,0,14499,1553,0.0,0.107111,1553,50.33
dimagi/commcare-android,70528.61,0.0,100.0,119,0,2147,1425,0.0,0.663717,1425,49.49
StoDevX/AAO-React-Native,40389.2,40389.2,0.0,52,249,7570,2136,4.788462,0.282166,2385,16.93
cng1985/tasks,79428.46,0.0,100.0,190,0,0,0,0.0,0.0,0,
imaeses/k-9,78580.51,0.0,100.0,149,0,0,0,0.0,0.0,0,
OlivierGonthier/g3m,44591.42,0.0,100.0,4,0,0,0,0.0,0.0,0,
BDE-ESIEE/mobile,47812.97,0.0,100.0,157,0,0,0,0.0,0.0,0,
henrichg/PhoneProfilesPlus,67268.31,2945.01,95.622,106,11,15,0,0.103774,0.0,11,6115.3
embraceplus/android,51934.31,0.0,100.0,56,0,0,0,0.0,0.0,0,
actorapp/actor-platform,8013.44,0.0,100.0,97,0,0,0,0.0,0.0,0,
zulip/zulip-mobile,48594.39,48594.39,0.0,132,302,67,25,2.287879,0.373134,327,148.61
zenorogue/hyperrogue,59286.9,0.0,100.0,35,0,201,37,0.0,0.18408,37,1602.35
EasyRPG/Player,64993.78,12001.28,81.5347,18,20,926,87,1.111111,0.093952,107,607.42
AntennaPod/AntennaPod,75537.55,75537.55,0.0,48,1438,2085,328,29.958333,0.157314,1766,42.77
btcontract/wallet,4554.13,4554.13,0.0,5,7,0,0,1.4,0.0,7,650.59
kontalk/androidclient,51211.73,51211.73,0.0,65,635,0,0,9.769231,0.0,635,80.65
SimpleMobileTools/Simple-Gallery,57876.52,57876.52,0.0,360,514,0,0,1.427778,0.0,514,112.6
tutao/tutanota,46774.99,0.0,100.0,223,0,12577,2823,0.0,0.224457,2823,16.57
pocl/pocl,43801.58,43801.58,0.0,30,33,13729,1155,1.1,0.084128,1188,36.87
uholeschak/ediabaslib,50402.62,0.0,100.0,27,0,4034,11,0.0,0.002727,11,4582.06
rsiebert/TVHClient,48980.09,48980.09,0.0,11,131,0,0,11.909091,0.0,131,373.89
westnordost/StreetComplete,53205.46,53205.46,0.0,211,1008,1776,497,4.777251,0.279842,1505,35.35
ccomeaux/boardgamegeek4android,59586.98,20910.88,64.907,62,3,19,0,0.048387,0.0,3,19862.33
DeviceConnect/DeviceConnect-Android,43103.19,0.0,100.0,25,0,0,0,0.0,0.0,0,
kalemas/bibletime,56630.88,0.0,100.0,15,0,0,0,0.0,0.0,0,
commons-app/apps-android-commons,59545.83,59545.83,0.0,56,1129,2975,603,20.160714,0.202689,1732,34.38
TeamAmaze/AmazeFileManager,70325.75,70325.75,0.0,63,866,1456,245,13.746032,0.168269,1111,63.3
UCSD/campus-mobile,54028.48,54028.48,0.0,44,155,268,159,3.522727,0.593284,314,172.07
RocketChat/Rocket.Chat.Android,20020.02,20020.02,0.0,44,229,0,0,5.204545,0.0,229,87.42
danrien/projectBlue,61967.21,1404.73,97.7331,8,1,300,57,0.125,0.19,58,1068.4
00-Evan/shattered-pixel-dungeon,62783.41,62783.41,0.0,35,302,0,0,8.628571,0.0,302,207.89
Neamar/KISS,67157.89,67157.89,0.0,76,422,802,5,5.552632,0.006234,427,157.28
SimpleMobileTools/Simple-Calendar,57876.02,57876.02,0.0,222,344,0,0,1.54955,0.0,344,168.24
johnkil/Android-AppMsg,5507.52,0.0,100.0,4,0,0,0,0.0,0.0,0,
opengisch/QField,59753.78,59753.78,0.0,158,179,42535,2087,1.132911,0.049065,2266,26.37
moneymanagerex/android-money-manager-ex,40273.16,40273.16,0.0,211,583,2513,42,2.763033,0.016713,625,64.44
micolous/metrodroid,36950.85,36950.85,0.0,23,35,35,0,1.521739,0.0,35,1055.74
opacapp/opacclient,62113.35,62113.35,0.0,18,81,0,0,4.5,0.0,81,766.83
ccrama/Slide,49902.38,49902.38,0.0,25,780,0,0,31.2,0.0,780,63.98
HabitRPG/habitica-android,59681.44,59681.44,0.0,25,746,377,372,29.84,0.986737,1118,53.38
daneren2005/Subsonic,76279.37,76279.37,0.0,92,173,0,0,1.880435,0.0,173,440.92
substratum/substratum,23814.8,1318.63,94.463,36,2,0,0,0.055556,0.0,2,11907.4
WizardFactory/TodayWeather,24486.47,0.0,100.0,55,0,0,0,0.0,0.0,0,
yukuku/androidbible,54380.07,0.0,100.0,23,0,12,0,0.0,0.0,0,
M66B/NetGuard,43388.7,0.0,100.0,137,0,0,0,0.0,0.0,0,
henrichg/PhoneProfiles,46508.35,0.0,100.0,60,0,0,0,0.0,0.0,0,
DigitalCampus/oppia-mobile-android,28039.32,28039.32,0.0,30,229,0,0,7.633333,0.0,229,122.44
mozilla-mobile/focus-android,48194.65,48194.65,0.0,250,1072,0,0,4.288,0.0,1072,44.96
predictive-technology-laboratory/sensus,39140.44,39140.44,0.0,213,117,0,0,0.549296,0.0,117,334.53
Vavassor/Tusky,50940.2,50940.2,0.0,93,281,750,101,3.021505,0.134667,382,133.35
sneerteam/sneer,7382.31,0.96,99.987,10,2,0,0,0.2,0.0,2,3691.16
charlesmadere/smash-ranks-android,26564.1,0.0,100.0,56,0,0,0,0.0,0.0,0,
osmdroid/osmdroid,52935.19,52935.19,0.0,27,142,0,0,5.259259,0.0,142,372.78
Samourai-Wallet/samourai-wallet-android,33830.71,0.0,100.0,5,0,0,0,0.0,0.0,0,
vanita5/twittnuker,29642.26,29642.26,0.0,28,47,0,0,1.678571,0.0,47,630.69
wellenvogel/avnav,26.38,26.38,0.0,2,51,406,9,25.5,0.022167,60,0.44
jonasoreland/runnerup,57779.44,57779.44,0.0,51,26,59,16,0.509804,0.271186,42,1375.7
zoff99/ToxAndroidRefImpl,16744.34,16744.34,0.0,46,41,3949,559,0.891304,0.141555,600,27.91
the-blue-alliance/the-blue-alliance-android,68663.16,68663.16,0.0,89,209,125,17,2.348315,0.136,226,303.82
slapperwan/gh4a,75725.54,75725.54,0.0,29,72,0,0,2.482759,0.0,72,1051.74
mono/SkiaSharp,57631.34,57631.34,0.0,85,446,4072,462,5.247059,0.113458,908,63.47
quran/quran_android,54568.56,54568.56,0.0,51,54,3117,33,1.058824,0.010587,87,627.22
jguerinet/MyMartlet,5935.07,5935.07,0.0,9,9,0,0,1.0,0.0,9,659.45
bosik/diacomp,43790.03,43790.03,0.0,11,65,80,63,5.909091,0.7875,128,342.11
andstatus/andstatus,45877.36,45877.36,0.0,40,21,0,0,0.525,0.0,21,2184.64
mozilla/MozStumbler,47803.0,47803.0,0.0,83,194,0,0,2.337349,0.0,194,246.41
JMRI/EngineDriver,44748.66,1.7,99.9962,58,1,0,0,0.017241,0.0,1,44748.66
abarisain/dmix,8723.22,0.0,100.0,17,0,0,0,0.0,0.0,0,
moonlight-stream/moonlight-android,76370.1,76370.1,0.0,170,211,0,0,1.241176,0.0,211,361.94
google/science-journal,28899.12,0.0,100.0,6,0,0,0,0.0,0.0,0,
mikepenz/MaterialDrawer,64596.36,12121.53,81.235,224,129,121,7,0.575893,0.057851,136,474.97
QuickBlox/q-municate-android,18030.41,0.0,100.0,6,0,0,0,0.0,0.0,0,
openxc/openxc-android,59736.63,59736.63,0.0,25,24,0,0,0.96,0.0,24,2489.03
antest1/kcanotify,51701.53,51701.53,0.0,225,39,19,0,0.173333,0.0,39,1325.68
Amab/SWADroid,70462.92,8134.2,88.4561,26,28,0,0,1.076923,0.0,28,2516.53
LouisCAD/Splitties,43735.37,19656.44,55.056,34,8,0,0,0.235294,0.0,8,5466.92
AnimeNeko/Atarashii,23614.1,23614.1,0.0,50,52,0,0,1.04,0.0,52,454.12
smallbasic/SmallBASIC,64014.12,0.0,100.0,9,0,77,0,0.0,0.0,0,
felixb/callmeter,15237.43,5213.85,65.7826,3,19,0,0,6.333333,0.0,19,801.97
moezbhatti/qksms,45438.95,45438.95,0.0,99,399,0,0,4.030303,0.0,399,113.88
andybalaam/rabbit-escape,37214.58,37214.58,0.0,24,71,0,0,2.958333,0.0,71,524.15
tateisu/SubwayTooter,50175.57,44450.75,11.4096,490,12,0,0,0.02449,0.0,12,4181.3
marverenic/Jockey,44194.38,44194.38,0.0,40,42,0,0,1.05,0.0,42,1052.25
iSoron/uhabits,57694.96,57694.96,0.0,38,116,60,21,3.052632,0.35,137,421.13
mendhak/gpslogger,69921.51,69921.51,0.0,80,68,181,7,0.85,0.038674,75,932.29
anthonycr/Lightning-Browser,45619.33,45619.33,0.0,15,12,348,89,0.8,0.255747,101,451.68
SUPERCILEX/Robot-Scouter,24643.63,24643.63,0.0,35,49,0,0,1.4,0.0,49,502.93
orgzly/orgzly-android,49882.22,49882.22,0.0,113,182,0,0,1.610619,0.0,182,274.08
gitskarios/Gitskarios,13440.41,13440.41,0.0,42,64,0,0,1.52381,0.0,64,210.01
oliexdev/openScale,69363.65,69363.65,0.0,54,155,237,27,2.87037,0.113924,182,381.12
AlbrechtL/welle.io,43923.05,43923.05,0.0,22,181,213,17,8.227273,0.079812,198,221.83
afollestad/material-dialogs,38744.14,0.0,100.0,92,0,0,0,0.0,0.0,0,
tanrabad/survey,16095.85,16095.85,0.0,15,55,0,0,3.666667,0.0,55,292.65
syncthing/syncthing-android,75875.81,75875.81,0.0,284,286,0,0,1.007042,0.0,286,265.3
helloworld1/AnyMemo,23375.87,0.0,100.0,6,0,0,0,0.0,0.0,0,
Vizzuality/forest-watcher,8612.75,0.0,100.0,17,0,0,0,0.0,0.0,0,
QuantumBadger/RedReader,53203.68,53203.68,0.0,28,112,515,28,4.0,0.054369,140,380.03
mhoeher/opentodolist,45600.79,1502.32,96.7055,60,2,0,0,0.033333,0.0,2,22800.39
QuickBlox/quickblox-android-sdk,52343.17,35470.01,32.2356,26,5,1,0,0.192308,0.0,5,10468.63
enviroCar/enviroCar-app,72720.84,72720.84,0.0,24,102,14,7,4.25,0.5,109,667.16
mikepenz/FastAdapter,59217.7,11083.93,81.2827,152,49,0,0,0.322368,0.0,49,1208.52
zeapo/Android-Password-Store,65585.2,65585.2,0.0,57,172,0,0,3.017544,0.0,172,381.31
pennlabs/penn-mobile-android,71252.21,71252.21,0.0,51,87,168,117,1.705882,0.696429,204,349.28
RandoApp/Rando-android,35536.78,35536.78,0.0,35,62,0,0,1.771429,0.0,62,573.17
ItsCalebJones/SpaceLaunchNow-Android,28066.8,28066.8,0.0,39,12,31,31,0.307692,1.0,43,652.72
ukanth/afwall,69656.73,69656.73,0.0,50,176,189,59,3.52,0.312169,235,296.41
charlesmadere/that-lil-hummingbird,2778.58,0.0,100.0,41,0,0,0,0.0,0.0,0,
jberkel/sms-backup-plus,43297.63,43297.63,0.0,51,21,0,0,0.411765,0.0,21,2061.79
hidroh/materialistic,26028.53,26028.53,0.0,15,67,0,0,4.466667,0.0,67,388.49
SimpleMobileTools/Simple-Music-Player,57880.81,57880.81,0.0,105,82,0,0,0.780952,0.0,82,705.86
codinguser/gnucash-android,38065.54,38065.54,0.0,37,90,0,0,2.432432,0.0,90,422.95
VREMSoftwareDevelopment/WiFiAnalyzer,45641.83,10943.95,76.0221,25,31,1312,54,1.24,0.041159,85,536.96
jruesga/rview,37746.01,18624.13,50.6593,64,33,0,0,0.515625,0.0,33,1143.82
ykrank/S1-Next,24481.23,0.0,100.0,14,0,0,0,0.0,0.0,0,
securityfirst/Umbrella_android,1269.74,1269.74,0.0,2,32,0,0,16.0,0.0,32,39.68
septadev/SEPTA-Android,38983.25,38983.25,0.0,14,22,0,0,1.571429,0.0,22,1771.97
arcao/Geocaching4Locus,64194.47,12411.99,80.665,25,37,0,0,1.48,0.0,37,1734.99
ekux44/LampShade,23732.3,0.0,100.0,11,0,0,0,0.0,0.0,0,
spacecowboy/NotePad,80418.17,80418.17,0.0,30,109,127,23,3.633333,0.181102,132,609.23
farmerbb/Taskbar,31318.58,0.0,100.0,13,0,0,0,0.0,0.0,0,
PhenoApps/Coordinate,55699.37,55699.37,0.0,8,13,31,0,1.625,0.0,13,4284.57
klausw/hackerskeyboard,18367.1,0.0,100.0,10,0,0,0,0.0,0.0,0,
BombusMod/BombusMod,25161.85,0.0,100.0,8,0,895,12,0.0,0.013408,12,2096.82
SimpleMobileTools/Simple-Notes,57468.29,57468.29,0.0,100,76,0,0,0.76,0.0,76,756.16
mosmetro-android/mosmetro-android,41896.32,20159.82,51.8816,22,60,0,0,2.727273,0.0,60,698.27
marunjar/anewjkuapp,60948.85,837.57,98.6258,43,6,14,1,0.139535,0.071429,7,8706.98
bk138/multivnc,11135.64,11135.64,0.0,12,89,279,157,7.416667,0.562724,246,45.27
shlusiak/Freebloks-Android,185.56,0.0,100.0,2,0,0,0,0.0,0.0,0,
TakWolf/CNode-Material-Design,11901.07,11901.07,0.0,6,14,27,0,2.333333,0.0,14,850.08
hazuki0x0/YuzuBrowser,34834.6,2891.14,91.7004,111,30,0,0,0.27027,0.0,30,1161.15
NineWorlds/serenity-android,14175.74,14175.74,0.0,15,70,174,21,4.666667,0.12069,91,155.78
pingidentity/ldapsdk,65639.4,0.0,100.0,35,0,88,0,0.0,0.0,0,
praveendath92/MDroid,17616.04,3719.02,78.8885,21,29,0,0,1.380952,0.0,29,607.45
citiususc/calendula,33143.43,33143.43,0.0,18,35,0,0,1.944444,0.0,35,946.96
Grarak/KernelAdiutor,743.71,743.71,0.0,3,15,0,0,5.0,0.0,15,49.58
Waboodoo/HTTP-Shortcuts,67514.0,67514.0,0.0,74,90,21,0,1.216216,0.0,90,750.16
AnaelMobilia/NextINpact-Unofficial,64759.02,64759.02,0.0,57,123,6,0,2.157895,0.0,123,526.5
wizmer/syncorg,94.39,0.0,100.0,2,11,0,0,5.5,0.0,11,8.58
airbnb/lottie-android,46658.85,46658.85,0.0,32,525,182,53,16.40625,0.291209,578,80.72
kaltura/KalturaGeneratedAPIClientsAndroid,40028.42,0.0,100.0,53,0,0,0,0.0,0.0,0,
TUWien/DocScan,31079.36,999.52,96.784,10,3,0,0,0.3,0.0,3,10359.79
wax911/anitrend-app,40257.71,40257.71,0.0,48,46,5424,331,0.958333,0.061025,377,106.78
Maxr1998/MaxLock,45974.83,45974.83,0.0,42,18,0,0,0.428571,0.0,18,2554.16
Drutol/MALClient,37391.85,13577.37,63.689,8,5,0,0,0.625,0.0,5,7478.37
vase4kin/TeamCityApp,37406.93,20329.73,45.6525,65,4,0,0,0.061538,0.0,4,9351.73
kvj/mobileorg-android,25950.77,0.0,100.0,3,0,0,0,0.0,0.0,0,
y20k/transistor,57687.42,0.0,100.0,90,0,0,0,0.0,0.0,0,
grote/Transportr,52098.24,52098.24,0.0,28,302,19,3,10.785714,0.157895,305,170.81
CaptainSpam/geohashdroid,66612.03,6204.93,90.685,39,13,0,0,0.333333,0.0,13,5124.0
cohenadair/anglers-log,56872.37,56872.37,0.0,47,349,19,19,7.425532,1.0,368,154.54
ironjan/metal-only,4494.75,0.0,100.0,2,0,0,0,0.0,0.0,0,
VoIPGRID/vialer-android,838.0,0.0,100.0,8,0,1,1,0.0,1.0,1,838.0
CINPLA/neuronify,46321.46,46321.46,0.0,23,43,0,0,1.869565,0.0,43,1077.24
mcruncher/worshipsongs-android,34152.87,34152.87,0.0,10,74,1,1,7.4,1.0,75,455.37
GreenSkinMonster/hipda,63487.54,0.0,100.0,82,0,0,0,0.0,0.0,0,
mikepenz/Android-Iconics,69333.53,10526.85,84.8171,115,38,13,3,0.330435,0.230769,41,1691.06
osfans/trime,65742.81,65742.81,0.0,15,236,1065,92,15.733333,0.086385,328,200.44
googlesamples/android-testdpc,47377.42,4128.99,91.2849,23,4,11,0,0.173913,0.0,4,11844.35
blurpy/kouchat-android,34686.78,0.0,100.0,4,0,0,0,0.0,0.0,0,
theblackwidower/KanaQuiz,18854.84,74.74,99.6036,18,3,0,0,0.166667,0.0,3,6284.95
equeim/tremotesf-android,38755.75,495.72,98.7209,29,2,142,4,0.068966,0.028169,6,6459.29
segler-alex/RadioDroid,40728.61,40728.61,0.0,35,23,0,0,0.657143,0.0,23,1770.81
SimpleMobileTools/Simple-Camera,57312.38,57312.38,0.0,82,53,0,0,0.646341,0.0,53,1081.37
akvo/akvo-caddisfly,33489.11,20200.95,39.6791,31,8,0,0,0.258065,0.0,8,4186.14
arthurbenemann/surveygcp,0.74,0.0,100.0,2,0,0,0,0.0,0.0,0,
criticalmaps/criticalmaps-android,44659.01,17935.27,59.8395,14,10,34,15,0.714286,0.441176,25,1786.36
damien5314/HoldTheNarwhal,61983.17,0.0,100.0,14,0,0,0,0.0,0.0,0,
WycliffeAssociates/translationRecorder,32132.98,32132.98,0.0,30,62,0,0,2.066667,0.0,62,518.27
lz1asl/CaveSurvey,34078.19,34078.19,0.0,23,28,7,7,1.217391,1.0,35,973.66
eurofurence/ef-app_android,28872.26,28872.26,0.0,22,52,0,0,2.363636,0.0,52,555.24
martykan/forecastie,53971.06,53971.06,0.0,68,136,11,4,2.0,0.363636,140,385.51
AllanWang/Frost-for-Facebook,46182.0,46182.0,0.0,44,696,0,0,15.818182,0.0,696,66.35
zulip/zulip-android,1969.08,0.0,100.0,4,0,0,0,0.0,0.0,0,
iiordanov/remote-desktop-clients,81555.38,81555.38,0.0,50,94,0,0,1.88,0.0,94,867.61
chteuchteu/Munin-for-Android,41770.29,9386.91,77.5273,34,7,0,0,0.205882,0.0,7,5967.18
jeisfeld/Augendiagnose,68153.38,0.0,100.0,88,0,0,0,0.0,0.0,0,
wuan/bo-android,38857.91,38857.91,0.0,45,53,1823,127,1.177778,0.069665,180,215.88
ThatCSharpGuy/app,49379.56,0.0,100.0,12,0,0,0,0.0,0.0,0,
calvinaquino/LNReader-Android,28317.11,28317.11,0.0,32,64,0,0,2.0,0.0,64,442.45
tinfoilhat/tinfoil-sms,5844.25,5844.25,0.0,5,57,0,0,11.4,0.0,57,102.53
goodtime-productivity/Goodtime,44321.49,44321.49,0.0,36,18,0,0,0.5,0.0,18,2462.3
Cedgetec/SchulinfoApp-android,11635.87,0.0,100.0,46,0,0,0,0.0,0.0,0,
ikarus23/MifareClassicTool,47.88,47.88,0.0,2,22,33,2,11.0,0.060606,24,1.99
nawrasg/Atlantis,636.56,0.0,100.0,2,0,0,0,0.0,0.0,0,
kaltura/playkit-android,51266.24,0.0,100.0,91,1,26,0,0.010989,0.0,1,51266.24
Longi94/bptf,39832.6,8210.46,79.3876,23,2,0,0,0.086957,0.0,2,19916.3
open-eid/MOPP-Android,51890.69,0.0,100.0,24,0,739,18,0.0,0.024357,18,2882.82
proninyaroslav/libretorrent,9455.26,0.0,100.0,6,0,0,0,0.0,0.0,0,
hcmlab/ssj,56142.63,132.3,99.7644,23,1,0,0,0.043478,0.0,1,56142.63
ApplETS/ETSMobile-Android2,11820.3,0.0,100.0,6,0,0,0,0.0,0.0,0,
nbusy/nbusy-android,4944.39,0.0,100.0,20,0,0,0,0.0,0.0,0,
dafi/photoshelf,17518.16,1702.92,90.2791,2,8,0,0,4.0,0.0,8,2189.77
Commit451/LabCoat,62.35,0.0,100.0,2,0,0,0,0.0,0.0,0,
CalebQ42/SWAssistant,7742.53,0.0,100.0,23,0,0,0,0.0,0.0,0,
dhis2/dhis2-android-eventcapture,24823.26,19183.53,22.7195,24,22,0,0,0.916667,0.0,22,1128.33
renard314/textfairy,21249.26,11168.35,47.4412,2,3,0,0,1.5,0.0,3,7083.09
Intermodalics/tango_ros,4890.33,2743.55,43.8986,8,13,0,0,1.625,0.0,13,376.18
caarmen/poet-assistant,58485.81,5486.43,90.6192,93,18,83,30,0.193548,0.361446,48,1218.45
rm3l/maoni,51506.89,41391.39,19.6391,14,7,255,13,0.5,0.05098,20,2575.34
DreierF/MyTargets,27730.24,27730.24,0.0,52,72,0,0,1.384615,0.0,72,385.14
reloZid/android-anuto,55124.21,46570.69,15.5168,28,24,3,2,0.857143,0.666667,26,2120.16
TobiasBielefeld/Simple-Solitaire,15016.09,0.0,100.0,48,0,0,0,0.0,0.0,0,
souliss/soulissapp,44392.4,40025.7,9.8366,4,40,0,0,10.0,0.0,40,1109.81
Ifsttar/NoiseCapture,56811.14,56811.14,0.0,46,22,458,66,0.478261,0.144105,88,645.58
nbossard/packlist,17094.62,16484.87,3.5669,17,20,0,0,1.176471,0.0,20,854.73
tasomaniac/OpenLinkWith,38888.42,17440.22,55.1532,16,2,3,3,0.125,1.0,5,7777.68
drymarev/rxbsuir,2888.19,2.22,99.9232,8,2,0,0,0.25,0.0,2,1444.09
vilnius/tvarkau-vilniu,12094.72,2738.75,77.3559,8,2,0,0,0.25,0.0,2,6047.36
42cc/p2psafety,2084.67,515.77,75.2588,17,7,0,0,0.411765,0.0,7,297.81
dbahat/conventions,62885.68,0.0,100.0,41,0,0,0,0.0,0.0,0,
STOP2/stop2.0-traveller-client,851.41,0.0,100.0,7,1,0,0,0.142857,0.0,1,851.41
FraunhoferCESE/madcap,1880.67,1880.67,0.0,6,54,0,0,9.0,0.0,54,34.83
xbmc/Kore,67389.89,5109.68,92.4177,24,4,54,21,0.166667,0.388889,25,2695.6
felixb/smsdroid,18100.57,933.92,94.8404,4,1,0,0,0.25,0.0,1,18100.57
rectangle-dbmi/Realtime-Port-Authority,63464.28,63464.28,0.0,26,40,0,0,1.538462,0.0,40,1586.61
PanicInitiative/PanicButton,9654.12,9654.12,0.0,15,29,0,0,1.933333,0.0,29,332.9
MGaetan89/ShowsRage,27087.54,27087.54,0.0,29,26,0,0,0.896552,0.0,26,1041.83
pyamsoft/home-button,8760.05,0.0,100.0,8,0,0,0,0.0,0.0,0,
lecho/hellocharts-android,8404.79,8404.79,0.0,13,28,0,0,2.153846,0.0,28,300.17
zfdang/zSMTH-Android,55339.56,0.0,100.0,110,0,22,2,0.0,0.090909,2,27669.78
tgwizard/sls,49147.03,49147.03,0.0,35,144,0,0,4.114286,0.0,144,341.3
translation-cards/translation-cards,4388.94,4388.94,0.0,10,58,0,0,5.8,0.0,58,75.67
Frozen-Developers/android-periodic-table,1634.59,0.35,99.9787,3,1,0,0,0.333333,0.0,1,1634.59
FAU-Inf2/fablab-android,2523.8,0.0,100.0,4,0,0,0,0.0,0.0,0,
qqq3/good-weather,6415.65,0.0,100.0,9,0,0,0,0.0,0.0,0,
OpenOverlayRouter/oor,28582.02,0.0,100.0,8,0,0,0,0.0,0.0,0,
SimpleMobileTools/Simple-Draw,57331.18,43464.47,24.187,72,22,0,0,0.305556,0.0,22,2605.96
team-mount-ventoux/JayPS-AndroidApp,22612.35,0.0,100.0,2,0,0,0,0.0,0.0,0,
PhenoApps/Field-Book,72810.36,72810.36,0.0,24,281,617,81,11.708333,0.13128,362,201.13
jmalenko/alarm-morning,44887.07,17661.1,60.6544,12,6,0,0,0.5,0.0,6,7481.18
martindisch/Kantidroid,52634.33,0.0,100.0,27,0,0,0,0.0,0.0,0,
enotio/Tempest,1224.08,99.15,91.8999,3,1,0,0,0.333333,0.0,1,1224.08
macGRID-SRN/hitchBOT,8665.47,458.26,94.7116,4,2,0,0,0.5,0.0,2,4332.73
warmshowers/wsandroid,31457.48,31457.48,0.0,21,20,0,0,0.952381,0.0,20,1572.87
clementine-player/Android-Remote,53230.26,13721.37,74.2226,10,20,0,0,2.0,0.0,20,2661.51
jdm64/GenesisChess-Android,3196.93,0.0,100.0,4,0,0,0,0.0,0.0,0,
SimpleMobileTools/Simple-Calculator,57683.86,57683.86,0.0,54,30,0,0,0.555556,0.0,30,1922.8
yshrsmz/monotweety,19428.87,238.88,98.7705,11,7,0,0,0.636364,0.0,7,2775.55
Adventech/sabbath-school-android,16074.26,16074.26,0.0,19,17,3783,442,0.894737,0.116838,459,35.02
